;Tag Type, Tag Name, Tag Description, Read Only, Data Source, Security Code, Alarmed, Native Type, Value Type, Min Analog, Max Analog, Initial Analog, Scale, Offset, DeadBand, Units, Off Label Digital, On Label Digital, Initial Digital, Length String, Initial String, Retentive, Address, System Source Name, System Source Index, RIO Address, Element Size Block, Number Elements Block, Initial Block
;###002 - THIS LINE CONTAINS VERSION INFORMATION. DO NOT REMOVE!!!

;Folders Section (Must define folders before tags)
"S","PLC_DI_NO\Data_36","Z1:7:I.4","F","M","*","F",,,,,,,,,,,,,82,"Z1:7:I.4",0,
"S","PLC_DI_NO\Data_37","Z1:7:I.5","F","M","*","F",,,,,,,,,,,,,82,"Z1:7:I.5",0,
"S","PLC_DI_NO\Data_38","Z1:7:I.6","F","M","*","F",,,,,,,,,,,,,82,"Z1:7:I.6",0,
"S","PLC_DI_NO\Data_39","Z1:7:I.7","F","M","*","F",,,,,,,,,,,,,82,"Z1:7:I.7",0,
"S","PLC_DI_NO\Data_40","Z1:8:I.0","F","M","*","F",,,,,,,,,,,,,82,"Z1:8:I.0",0,
"S","PLC_DI_NO\Data_41","Z1:8:I.1","F","M","*","F",,,,,,,,,,,,,82,"Z1:8:I.1",0,
"S","PLC_DI_NO\Data_42","Z1:8:I.2","F","M","*","F",,,,,,,,,,,,,82,"Z1:8:I.2",0,
"S","PLC_DI_NO\Data_43","Z1:8:I.3","F","M","*","F",,,,,,,,,,,,,82,"Z1:8:I.3",0,
"S","PLC_DI_NO\Data_44","Z1:8:I.4","F","M","*","F",,,,,,,,,,,,,82,"Z1:8:I.4",0,
"S","PLC_DI_NO\Data_45","Z1:8:I.5","F","M","*","F",,,,,,,,,,,,,82,"Z1:8:I.5",0,
"S","PLC_DI_NO\Data_46","Z1:8:I.6","F","M","*","F",,,,,,,,,,,,,82,"Z1:8:I.6",0,
"S","PLC_DI_NO\Data_47","Z1:8:I.7","F","M","*","F",,,,,,,,,,,,,82,"Z1:8:I.7",0,
"S","PLC_DI_NO\Data_48","Z1:9:I.0","F","M","*","F",,,,,,,,,,,,,82,"Z1:9:I.0",0,
"S","PLC_DI_NO\Data_49","Z1:9:I.1","F","M","*","F",,,,,,,,,,,,,82,"Z1:9:I.1",0,
"S","PLC_DI_NO\Data_50","Z1:9:I.2","F","M","*","F",,,,,,,,,,,,,82,"Z1:9:I.2",0,
"S","PLC_DI_NO\Data_51","Z1:9:I.3","F","M","*","F",,,,,,,,,,,,,82,"Z1:9:I.3",0,
"S","PLC_DI_NO\Data_52","Z1:9:I.4","F","M","*","F",,,,,,,,,,,,,82,"Z1:9:I.4",0,
"S","PLC_DI_NO\Data_53","Z1:9:I.5","F","M","*","F",,,,,,,,,,,,,82,"Z1:9:I.5",0,
"S","PLC_DI_NO\Data_54","Z1:9:I.6","F","M","*","F",,,,,,,,,,,,,82,"Z1:9:I.6",0,
"S","PLC_DI_NO\Data_55","Z1:9:I.7","F","M","*","F",,,,,,,,,,,,,82,"Z1:9:I.7",0,
"S","PLC_DI_NO\List_01","PLC Input List 01","F","M","*","F",,,,,,,,,,,,,82,"PLC Input List 01",0,
"S","PLC_DI_NO\List_02","PLC Input List 02","F","M","*","F",,,,,,,,,,,,,82,"PLC Input List 02",0,
"S","PLC_DI_NO\List_03","PLC Input List 03","F","M","*","F",,,,,,,,,,,,,82,"PLC Input List 03",0,
"S","PLC_DI_NO\List_04","PLC Input List 04","F","M","*","F",,,,,,,,,,,,,82,"PLC Input List 04",0,
"S","PLC_DI_NO\List_05","PLC Input List 05","F","M","*","F",,,,,,,,,,,,,82,"PLC Input List 05",0,
"S","PLC_DI_NO\List_06","PLC Input List 06","F","M","*","F",,,,,,,,,,,,,82,"PLC Input List 06",0,
"S","PLC_DI_NO\List_07","PLC Input List 07","F","M","*","F",,,,,,,,,,,,,82,"PLC Input List 07",0,
"D","PLC_DI_Tags\Data_00","DI01 System Start PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[01]"
"D","PLC_DI_Tags\Data_01","DI02 System Stop PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[02]"
"D","PLC_DI_Tags\Data_02","DI03 System Reset PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[03]"
"D","PLC_DI_Tags\Data_03","DI04 Safety Reset PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[04]"
"D","PLC_DI_Tags\Data_04","DI05 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[05]"
"D","PLC_DI_Tags\Data_05","DI06 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[06]"
"D","PLC_DI_Tags\Data_06","DI07 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[07]"
"D","PLC_DI_Tags\Data_07","DI08 Chopper Air Pressure  Switch","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[08]"
"D","PLC_DI_Tags\Data_08","DI09 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[09]"
"D","PLC_DI_Tags\Data_09","DI10 Chopper-1 Start PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[10]"
"D","PLC_DI_Tags\Data_10","DI11 Chopper-1 Stop PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[11]"
"D","PLC_DI_Tags\Data_11","DI12 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[12]"
"D","PLC_DI_Tags\Data_12","DI13 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[13]"
"D","PLC_DI_Tags\Data_13","DI14 Chopper-2 Start PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[14]"
"D","PLC_DI_Tags\Data_14","DI15 Chopper-2 Stop PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[15]"
"D","PLC_DI_Tags\Data_15","DI16 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[16]"
"D","PLC_DI_Tags\Data_16","DI17 Chopper-1 PU Cylinder-1 Fwd FB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[17]"
"D","PLC_DI_Tags\Data_17","DI18 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[18]"
